typ;utförande;tjocklek_mm;bredd_mm;hållfasthetsklass;sorteringsklass;längd_mm;antal;källa
artikel;hyvlat;45;45;C24;T2;3130;20;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;45;C24;T2;4470;20;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;45;C24;T2;6110;20;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;70;C24;T2;2370;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;70;C24;T2;3130;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;70;C24;T2;4470;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;70;C24;T2;6110;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C16;;2370;65;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C16;;3130;65;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C16;;4470;65;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C16;;6110;65;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C24;T2;2370;20;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C24;T2;3130;20;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C24;T2;4470;20;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;95;C24;T2;6110;20;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;120;C24;T2;2370;45;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;120;C24;T2;3130;45;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;120;C24;T2;4470;45;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;120;C24;T2;6110;45;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C16;;2370;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C16;;3130;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C16;;4470;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C16;;6110;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C24;T2;2370;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C24;T2;3130;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C24;T2;4470;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;145;C24;T2;6110;35;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;185;C24;T2;2370;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;185;C24;T2;3130;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;185;C24;T2;4470;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;185;C24;T2;6110;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;195;C24;T2;2370;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;195;C24;T2;3130;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;195;C24;T2;4470;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;195;C24;T2;6110;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C16;;2370;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C16;;3130;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C16;;4470;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C16;;6110;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C24;T2;2370;75;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C24;T2;3130;75;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C24;T2;4470;75;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;45;220;C24;T2;6110;75;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;95;C16;;2370;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;95;C16;;3130;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;95;C16;;4470;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;95;C16;;6110;15;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;220;C24;T2;2370;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;220;C24;T2;3130;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;220;C24;T2;4470;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
artikel;hyvlat;90;220;C24;T2;6110;10;Påhittat lager (Bara märkliga mått brädgård), avviker med flit: udda längder och icke-standardmått
